i x y side frame field experiment
24 918 1064 sx 188 0 .
25 919 1065 sx 188 0 .
26 919 1065 sx 188 0 .
27 920 1065 sx 188 0 .
28 920 1065 sx 188 0 .
29 921 1065 sx 188 0 .
30 922 1065 sx 188 0 .
31 922 1065 sx 188 0 .
32 923 1066 sx 188 0 .
33 923 1066 sx 188 0 .
34 922 1067 sx 188 0 .
35 922 1067 sx 188 0 .
36 923 1068 sx 188 0 .
37 923 1068 sx 188 0 .
38 923 1068 sx 188 0 .
39 924 1069 sx 188 0 .
40 924 1070 sx 188 0 .
41 924 1070 sx 188 0 .
42 924 1070 sx 188 0 .
43 925 1071 sx 188 0 .
44 925 1071 sx 188 0 .
45 925 1072 sx 188 0 .
46 925 1072 sx 188 0 .
47 925 1073 sx 188 0 .
48 925 1073 sx 188 0 .
49 925 1074 sx 188 0 .
50 924 1074 sx 188 0 .
51 924 1075 sx 188 0 .
52 924 1076 sx 188 0 .
53 924 1076 sx 188 0 .
54 924 1077 sx 188 0 .
55 924 1077 sx 188 0 .
56 925 1078 sx 188 0 .
57 925 1078 sx 188 0 .
58 925 1078 sx 188 0 .
59 926 1079 sx 188 0 .
60 926 1078 sx 188 0 .
61 927 1079 sx 188 0 .
62 927 1079 sx 188 0 .
63 928 1080 sx 188 0 .
64 927 1080 sx 188 0 .
65 928 1081 sx 188 0 .
66 928 1081 sx 188 0 .
67 928 1081 sx 188 0 .
68 929 1082 sx 188 0 .
69 929 1082 sx 188 0 .
70 930 1082 sx 188 0 .
71 930 1083 sx 188 0 .
72 930 1083 sx 188 0 .
73 931 1084 sx 188 0 .
74 930 1084 sx 188 0 .
75 931 1085 sx 188 0 .
76 931 1085 sx 188 0 .
77 931 1085 sx 188 0 .
78 932 1086 sx 188 0 .
79 931 1086 sx 188 0 .
80 932 1087 sx 188 0 .
81 932 1087 sx 188 0 .
82 933 1088 sx 188 0 .
83 933 1088 sx 188 0 .
84 933 1089 sx 188 0 .
85 933 1089 sx 188 0 .
86 933 1090 sx 188 0 .
87 933 1090 sx 188 0 .
88 933 1091 sx 188 0 .
89 932 1091 sx 188 0 .
90 932 1092 sx 188 0 .
91 932 1092 sx 188 0 .
92 933 1093 sx 188 0 .
93 933 1093 sx 188 0 .
94 933 1094 sx 188 0 .
95 933 1094 sx 188 0 .
96 934 1095 sx 188 0 .
97 934 1095 sx 188 0 .
98 935 1095 sx 188 0 .
99 936 1096 sx 188 0 .
0 932 1048 dx 189 0 .
1 932 1048 dx 189 0 .
2 932 1048 dx 189 0 .
3 932 1048 dx 189 0 .
4 933 1049 dx 189 0 .
5 933 1048 dx 189 0 .
6 934 1049 dx 189 0 .
7 934 1049 dx 189 0 .
8 934 1049 dx 189 0 .
9 935 1050 dx 189 0 .
10 935 1050 dx 189 0 .
11 935 1051 dx 189 0 .
12 935 1051 dx 189 0 .
13 935 1052 dx 189 0 .
14 935 1052 dx 189 0 .
15 935 1053 dx 189 0 .
16 935 1054 dx 189 0 .
17 935 1054 dx 189 0 .
18 935 1055 dx 189 0 .
19 934 1055 dx 189 0 .
20 934 1056 dx 189 0 .
21 934 1057 dx 189 0 .
22 934 1057 dx 189 0 .
23 934 1058 dx 189 0 .
24 933 1058 dx 189 0 .
25 933 1059 dx 189 0 .
26 933 1059 dx 189 0 .
27 933 1060 dx 189 0 .
28 934 1060 dx 189 0 .
29 934 1060 dx 189 0 .
30 934 1060 dx 189 0 .
31 934 1060 dx 189 0 .
32 935 1061 dx 189 0 .
33 935 1061 dx 189 0 .
34 935 1061 dx 189 0 .
35 936 1060 dx 189 0 .
36 936 1060 dx 189 0 .
37 937 1060 dx 189 0 .
38 938 1060 dx 189 0 .
39 938 1060 dx 189 0 .
40 938 1060 dx 189 0 .
41 939 1061 dx 189 0 .
42 939 1061 dx 189 0 .
43 939 1061 dx 189 0 .
44 940 1062 dx 189 0 .
45 940 1062 dx 189 0 .
46 941 1062 dx 189 0 .
47 941 1061 dx 189 0 .
48 942 1061 dx 189 0 .
49 942 1061 dx 189 0 .
50 943 1062 dx 189 0 .
51 943 1062 dx 189 0 .
52 943 1062 dx 189 0 .
53 944 1063 dx 189 0 .
54 943 1063 dx 189 0 .
55 944 1064 dx 189 0 .
56 944 1064 dx 189 0 .
57 944 1064 dx 189 0 .
58 945 1065 dx 189 0 .
59 945 1065 dx 189 0 .
60 944 1065 dx 189 0 .
61 945 1066 dx 189 0 .
62 945 1066 dx 189 0 .
63 945 1067 dx 189 0 .
64 945 1067 dx 189 0 .
65 946 1067 dx 189 0 .
66 946 1068 dx 189 0 .
67 947 1068 dx 189 0 .
68 947 1068 dx 189 0 .
69 947 1068 dx 189 0 .
70 948 1069 dx 189 0 .
71 948 1069 dx 189 0 .
72 948 1069 dx 189 0 .
73 949 1070 dx 189 0 .
74 949 1070 dx 189 0 .
75 949 1071 dx 189 0 .
76 949 1071 dx 189 0 .
77 950 1071 dx 189 0 .
78 950 1072 dx 189 0 .
79 950 1072 dx 189 0 .
80 950 1073 dx 189 0 .
81 950 1073 dx 189 0 .
82 950 1073 dx 189 0 .
83 950 1074 dx 189 0 .
84 950 1074 dx 189 0 .
85 950 1075 dx 189 0 .
86 950 1075 dx 189 0 .
87 950 1076 dx 189 0 .
88 950 1076 dx 189 0 .
89 950 1077 dx 189 0 .
90 950 1077 dx 189 0 .
91 950 1078 dx 189 0 .
92 949 1078 dx 189 0 .
93 949 1079 dx 189 0 .
94 949 1080 dx 189 0 .
95 949 1080 dx 189 0 .
96 948 1081 dx 189 0 .
97 948 1081 dx 189 0 .
98 948 1082 dx 189 0 .
99 948 1083 dx 189 0 .
0 917 1063 sx 189 0 .
1 917 1063 sx 189 0 .
2 917 1063 sx 189 0 .
3 917 1063 sx 189 0 .
4 917 1064 sx 189 0 .
5 918 1064 sx 189 0 .
6 918 1064 sx 189 0 .
7 918 1064 sx 189 0 .
8 918 1064 sx 189 0 .
9 919 1065 sx 189 0 .
10 919 1065 sx 189 0 .
11 919 1065 sx 189 0 .
12 919 1065 sx 189 0 .
13 920 1065 sx 189 0 .
14 920 1065 sx 189 0 .
15 921 1065 sx 189 0 .
16 921 1065 sx 189 0 .
17 921 1065 sx 189 0 .
18 922 1064 sx 189 0 .
19 922 1064 sx 189 0 .
20 922 1064 sx 189 0 .
21 923 1064 sx 189 0 .
22 923 1064 sx 189 0 .
23 923 1064 sx 189 0 .
24 923 1064 sx 189 0 .
25 924 1065 sx 189 0 .
26 924 1065 sx 189 0 .
27 924 1065 sx 189 0 .
28 924 1065 sx 189 0 .
29 924 1065 sx 189 0 .
30 924 1065 sx 189 0 .
31 924 1065 sx 189 0 .
32 924 1066 sx 189 0 .
33 925 1066 sx 189 0 .
34 925 1066 sx 189 0 .
35 925 1066 sx 189 0 .
36 924 1067 sx 189 0 .
37 924 1067 sx 189 0 .
38 924 1067 sx 189 0 .
39 924 1068 sx 189 0 .
40 924 1068 sx 189 0 .
41 924 1069 sx 189 0 .
42 924 1069 sx 189 0 .
43 924 1070 sx 189 0 .
44 924 1070 sx 189 0 .
45 923 1070 sx 189 0 .
46 923 1071 sx 189 0 .
47 923 1071 sx 189 0 .
48 923 1072 sx 189 0 .
49 923 1072 sx 189 0 .
50 923 1072 sx 189 0 .
51 923 1073 sx 189 0 .
52 923 1073 sx 189 0 .
53 923 1074 sx 189 0 .
54 923 1074 sx 189 0 .
55 923 1074 sx 189 0 .
56 923 1075 sx 189 0 .
57 923 1075 sx 189 0 .
58 923 1075 sx 189 0 .
59 924 1076 sx 189 0 .
60 924 1076 sx 189 0 .
61 924 1076 sx 189 0 .
62 924 1077 sx 189 0 .
63 924 1077 sx 189 0 .
64 924 1077 sx 189 0 .
65 925 1077 sx 189 0 .
66 925 1078 sx 189 0 .
67 925 1078 sx 189 0 .
68 925 1078 sx 189 0 .
69 926 1078 sx 189 0 .
70 926 1078 sx 189 0 .
71 926 1078 sx 189 0 .
72 927 1079 sx 189 0 .
73 927 1078 sx 189 0 .
74 927 1078 sx 189 0 .
75 927 1078 sx 189 0 .
76 928 1079 sx 189 0 .
77 928 1079 sx 189 0 .
78 928 1079 sx 189 0 .
79 928 1079 sx 189 0 .
80 929 1080 sx 189 0 .
81 929 1080 sx 189 0 .
82 928 1080 sx 189 0 .
83 929 1081 sx 189 0 .
84 929 1081 sx 189 0 .
85 929 1081 sx 189 0 .
86 929 1082 sx 189 0 .
87 929 1082 sx 189 0 .
88 929 1082 sx 189 0 .
89 930 1082 sx 189 0 .
90 930 1082 sx 189 0 .
91 930 1082 sx 189 0 .
92 931 1083 sx 189 0 .
93 931 1082 sx 189 0 .
94 931 1082 sx 189 0 .
95 932 1083 sx 189 0 .
96 932 1083 sx 189 0 .
97 932 1083 sx 189 0 .
98 932 1083 sx 189 0 .
99 933 1084 sx 189 0 .
0 835 449 dx 190 0 .
1 835 449 dx 190 0 .
2 835 449 dx 190 0 .
3 835 449 dx 190 0 .
4 835 449 dx 190 0 .
5 835 449 dx 190 0 .
6 836 450 dx 190 0 .
7 836 450 dx 190 0 .
8 836 450 dx 190 0 .
9 836 450 dx 190 0 .
10 836 450 dx 190 0 .
11 836 450 dx 190 0 .
12 836 451 dx 190 0 .
13 836 451 dx 190 0 .
14 837 451 dx 190 0 .
15 837 451 dx 190 0 .
16 837 452 dx 190 0 .
17 837 452 dx 190 0 .
18 837 452 dx 190 0 .
19 837 452 dx 190 0 .
20 837 452 dx 190 0 .
21 837 453 dx 190 0 .
22 837 453 dx 190 0 .
23 837 453 dx 190 0 .
24 837 453 dx 190 0 .
25 838 454 dx 190 0 .
26 838 454 dx 190 0 .
27 838 454 dx 190 0 .
28 838 455 dx 190 0 .
29 838 455 dx 190 0 .
30 838 455 dx 190 0 .
31 838 455 dx 190 0 .
32 838 456 dx 190 0 .
33 838 456 dx 190 0 .
34 838 456 dx 190 0 .
35 838 457 dx 190 0 .
36 838 457 dx 190 0 .
37 838 457 dx 190 0 .
38 838 457 dx 190 0 .
39 838 458 dx 190 0 .
40 838 458 dx 190 0 .
41 838 458 dx 190 0 .
42 838 459 dx 190 0 .
43 838 459 dx 190 0 .
44 838 459 dx 190 0 .
45 838 459 dx 190 0 .
46 838 460 dx 190 0 .
47 837 460 dx 190 0 .
48 837 460 dx 190 0 .
49 837 460 dx 190 0 .
50 837 461 dx 190 0 .
51 837 461 dx 190 0 .
52 837 461 dx 190 0 .
53 837 461 dx 190 0 .
54 837 462 dx 190 0 .
55 837 462 dx 190 0 .
56 837 462 dx 190 0 .
57 837 462 dx 190 0 .
58 836 462 dx 190 0 .
59 836 463 dx 190 0 .
60 836 463 dx 190 0 .
61 836 463 dx 190 0 .
62 836 463 dx 190 0 .
63 836 463 dx 190 0 .
64 836 463 dx 190 0 .
65 835 464 dx 190 0 .
66 835 464 dx 190 0 .
67 835 464 dx 190 0 .
68 835 464 dx 190 0 .
69 835 464 dx 190 0 .
70 834 465 dx 190 0 .
71 834 465 dx 190 0 .
72 834 465 dx 190 0 .
73 834 465 dx 190 0 .
74 834 465 dx 190 0 .
75 834 465 dx 190 0 .
76 834 466 dx 190 0 .
77 834 466 dx 190 0 .
78 834 466 dx 190 0 .
79 834 466 dx 190 0 .
80 834 467 dx 190 0 .
81 833 467 dx 190 0 .
82 833 467 dx 190 0 .
83 833 467 dx 190 0 .
84 833 467 dx 190 0 .
85 833 468 dx 190 0 .
86 833 468 dx 190 0 .
87 833 468 dx 190 0 .
88 833 468 dx 190 0 .
89 834 469 dx 190 0 .
90 834 469 dx 190 0 .
91 834 469 dx 190 0 .
92 834 469 dx 190 0 .
93 834 470 dx 190 0 .
94 834 470 dx 190 0 .
95 834 470 dx 190 0 .
96 834 471 dx 190 0 .
97 834 471 dx 190 0 .
98 834 471 dx 190 0 .
99 835 472 dx 190 0 .
0 816 451 sx 190 0 .
1 815 450 sx 190 0 .
2 814 450 sx 190 0 .
3 814 450 sx 190 0 .
4 813 449 sx 190 0 .
5 813 449 sx 190 0 .
6 812 449 sx 190 0 .
7 812 449 sx 190 0 .
8 811 449 sx 190 0 .
9 811 449 sx 190 0 .
10 810 449 sx 190 0 .
11 810 449 sx 190 0 .
12 810 449 sx 190 0 .
13 809 449 sx 190 0 .
14 809 449 sx 190 0 .
15 809 450 sx 190 0 .
16 808 450 sx 190 0 .
17 808 450 sx 190 0 .
18 808 450 sx 190 0 .
19 807 451 sx 190 0 .
20 807 451 sx 190 0 .
21 807 451 sx 190 0 .
22 806 452 sx 190 0 .
23 806 451 sx 190 0 .
24 805 452 sx 190 0 .
25 805 452 sx 190 0 .
26 805 452 sx 190 0 .
27 805 452 sx 190 0 .
28 804 453 sx 190 0 .
29 804 453 sx 190 0 .
30 804 454 sx 190 0 .
31 804 454 sx 190 0 .
32 803 455 sx 190 0 .
33 803 455 sx 190 0 .
34 803 455 sx 190 0 .
35 803 456 sx 190 0 .
36 803 456 sx 190 0 .
37 803 457 sx 190 0 .
38 803 457 sx 190 0 .
39 803 458 sx 190 0 .
40 802 458 sx 190 0 .
41 802 459 sx 190 0 .
42 802 459 sx 190 0 .
43 802 460 sx 190 0 .
44 802 460 sx 190 0 .
45 802 461 sx 190 0 .
46 802 461 sx 190 0 .
47 803 461 sx 190 0 .
48 803 462 sx 190 0 .
49 803 462 sx 190 0 .
50 803 463 sx 190 0 .
51 803 463 sx 190 0 .
52 803 464 sx 190 0 .
53 803 464 sx 190 0 .
54 803 465 sx 190 0 .
55 804 465 sx 190 0 .
56 804 465 sx 190 0 .
57 804 466 sx 190 0 .
58 804 466 sx 190 0 .
59 804 466 sx 190 0 .
60 805 467 sx 190 0 .
61 805 467 sx 190 0 .
62 805 467 sx 190 0 .
63 806 468 sx 190 0 .
64 806 468 sx 190 0 .
65 807 467 sx 190 0 .
66 807 467 sx 190 0 .
67 808 468 sx 190 0 .
68 808 468 sx 190 0 .
69 808 468 sx 190 0 .
70 808 468 sx 190 0 .
71 809 469 sx 190 0 .
72 809 469 sx 190 0 .
73 810 469 sx 190 0 .
74 810 468 sx 190 0 .
75 811 468 sx 190 0 .
76 811 468 sx 190 0 .
77 812 469 sx 190 0 .
78 812 469 sx 190 0 .
79 812 469 sx 190 0 .
80 812 469 sx 190 0 .
81 813 470 sx 190 0 .
82 813 469 sx 190 0 .
83 814 470 sx 190 0 .
84 814 470 sx 190 0 .
85 814 470 sx 190 0 .
86 815 471 sx 190 0 .
87 815 471 sx 190 0 .
88 816 470 sx 190 0 .
89 816 470 sx 190 0 .
90 816 470 sx 190 0 .
91 817 471 sx 190 0 .
92 817 471 sx 190 0 .
93 817 471 sx 190 0 .
94 818 472 sx 190 0 .
95 818 471 sx 190 0 .
96 819 472 sx 190 0 .
97 819 472 sx 190 0 .
98 819 472 sx 190 0 .
99 820 473 sx 190 0 .
0 495 688 dx 191 0 .
1 495 688 dx 191 0 .
2 495 688 dx 191 0 .
3 495 688 dx 191 0 .
4 496 689 dx 191 0 .
5 496 689 dx 191 0 .
6 496 689 dx 191 0 .
7 497 689 dx 191 0 .
8 497 689 dx 191 0 .
9 498 689 dx 191 0 .
10 498 688 dx 191 0 .
11 498 688 dx 191 0 .
12 499 688 dx 191 0 .
13 499 688 dx 191 0 .
14 500 688 dx 191 0 .
15 500 688 dx 191 0 .
16 500 688 dx 191 0 .
17 501 689 dx 191 0 .
18 501 689 dx 191 0 .
19 501 689 dx 191 0 .
20 501 689 dx 191 0 .
21 502 690 dx 191 0 .
22 502 690 dx 191 0 .
23 502 690 dx 191 0 .
24 502 691 dx 191 0 .
25 503 691 dx 191 0 .
26 503 691 dx 191 0 .
27 503 692 dx 191 0 .
28 503 692 dx 191 0 .
29 503 693 dx 191 0 .
30 503 693 dx 191 0 .
31 504 693 dx 191 0 .
32 504 694 dx 191 0 .
33 504 694 dx 191 0 .
34 504 695 dx 191 0 .
35 504 695 dx 191 0 .
36 504 696 dx 191 0 .
37 504 696 dx 191 0 .
38 504 696 dx 191 0 .
39 504 697 dx 191 0 .
40 504 697 dx 191 0 .
41 504 698 dx 191 0 .
42 504 698 dx 191 0 .
43 504 699 dx 191 0 .
44 504 699 dx 191 0 .
45 504 700 dx 191 0 .
46 504 700 dx 191 0 .
47 504 701 dx 191 0 .
48 504 701 dx 191 0 .
49 504 701 dx 191 0 .
50 504 702 dx 191 0 .
51 503 702 dx 191 0 .
52 503 702 dx 191 0 .
53 503 703 dx 191 0 .
54 503 703 dx 191 0 .
55 503 703 dx 191 0 .
56 502 704 dx 191 0 .
57 502 704 dx 191 0 .
58 502 704 dx 191 0 .
59 501 705 dx 191 0 .
60 501 705 dx 191 0 .
61 501 705 dx 191 0 .
62 501 705 dx 191 0 .
63 500 706 dx 191 0 .
64 501 706 dx 191 0 .
65 501 706 dx 191 0 .
66 500 707 dx 191 0 .
67 500 707 dx 191 0 .
68 500 707 dx 191 0 .
69 499 708 dx 191 0 .
70 499 708 dx 191 0 .
71 500 708 dx 191 0 .
72 499 709 dx 191 0 .
73 499 709 dx 191 0 .
74 499 709 dx 191 0 .
75 499 709 dx 191 0 .
76 498 710 dx 191 0 .
77 499 710 dx 191 0 .
78 498 711 dx 191 0 .
79 498 711 dx 191 0 .
80 498 711 dx 191 0 .
81 498 711 dx 191 0 .
82 497 712 dx 191 0 .
83 498 712 dx 191 0 .
84 497 713 dx 191 0 .
85 497 713 dx 191 0 .
86 497 713 dx 191 0 .
87 497 713 dx 191 0 .
88 496 714 dx 191 0 .
89 497 714 dx 191 0 .
90 497 714 dx 191 0 .
91 496 715 dx 191 0 .
92 496 715 dx 191 0 .
93 496 715 dx 191 0 .
94 495 716 dx 191 0 .
95 495 716 dx 191 0 .
96 495 716 dx 191 0 .
97 495 717 dx 191 0 .
98 495 717 dx 191 0 .
99 496 718 dx 191 0 .
0 479 691 sx 191 0 .
1 478 691 sx 191 0 .
2 478 691 sx 191 0 .
3 478 692 sx 191 0 .
4 478 692 sx 191 0 .
5 478 692 sx 191 0 .
6 477 692 sx 191 0 .
7 477 692 sx 191 0 .
8 477 692 sx 191 0 .
9 477 692 sx 191 0 .
10 476 693 sx 191 0 .
11 476 692 sx 191 0 .
12 476 692 sx 191 0 .
13 475 693 sx 191 0 .
14 475 693 sx 191 0 .
15 475 693 sx 191 0 .
16 475 693 sx 191 0 .
17 474 693 sx 191 0 .
18 474 694 sx 191 0 .
19 474 694 sx 191 0 .
20 474 694 sx 191 0 .
21 474 694 sx 191 0 .
22 473 695 sx 191 0 .
23 473 695 sx 191 0 .
24 473 695 sx 191 0 .
25 473 696 sx 191 0 .
26 473 696 sx 191 0 .
27 473 696 sx 191 0 .
28 472 697 sx 191 0 .
29 472 697 sx 191 0 .
30 472 697 sx 191 0 .
31 472 697 sx 191 0 .
32 472 698 sx 191 0 .
33 472 698 sx 191 0 .
34 472 698 sx 191 0 .
35 471 699 sx 191 0 .
36 471 699 sx 191 0 .
37 471 699 sx 191 0 .
38 471 700 sx 191 0 .
39 471 700 sx 191 0 .
40 471 700 sx 191 0 .
41 471 701 sx 191 0 .
42 471 701 sx 191 0 .
43 471 701 sx 191 0 .
44 471 702 sx 191 0 .
45 470 702 sx 191 0 .
46 470 702 sx 191 0 .
47 470 703 sx 191 0 .
48 470 703 sx 191 0 .
49 470 703 sx 191 0 .
50 470 704 sx 191 0 .
51 470 704 sx 191 0 .
52 470 704 sx 191 0 .
53 470 705 sx 191 0 .
54 470 705 sx 191 0 .
55 470 705 sx 191 0 .
56 470 706 sx 191 0 .
57 470 706 sx 191 0 .
58 470 707 sx 191 0 .
59 470 707 sx 191 0 .
60 470 707 sx 191 0 .
61 470 708 sx 191 0 .
62 470 708 sx 191 0 .
63 470 708 sx 191 0 .
64 470 709 sx 191 0 .
65 470 709 sx 191 0 .
66 470 709 sx 191 0 .
67 470 710 sx 191 0 .
68 470 710 sx 191 0 .
69 470 710 sx 191 0 .
70 470 711 sx 191 0 .
71 470 711 sx 191 0 .
72 470 711 sx 191 0 .
73 470 712 sx 191 0 .
74 470 712 sx 191 0 .
75 471 712 sx 191 0 .
76 471 713 sx 191 0 .
77 471 713 sx 191 0 .
78 471 713 sx 191 0 .
79 471 713 sx 191 0 .
80 471 714 sx 191 0 .
81 471 714 sx 191 0 .
82 471 714 sx 191 0 .
83 472 715 sx 191 0 .
84 472 715 sx 191 0 .
85 472 715 sx 191 0 .
86 472 715 sx 191 0 .
87 472 716 sx 191 0 .
88 472 716 sx 191 0 .
89 472 716 sx 191 0 .
90 473 716 sx 191 0 .
91 473 717 sx 191 0 .
92 473 717 sx 191 0 .
93 473 717 sx 191 0 .
94 473 717 sx 191 0 .
95 474 718 sx 191 0 .
96 474 718 sx 191 0 .
97 474 718 sx 191 0 .
98 474 718 sx 191 0 .
99 475 719 sx 191 0 .
0 751 586 dx 192 0 .
1 751 586 dx 192 0 .
2 752 587 dx 192 0 .
3 752 587 dx 192 0 .
4 752 588 dx 192 0 .
5 753 588 dx 192 0 .
6 753 589 dx 192 0 .
7 753 589 dx 192 0 .
8 754 590 dx 192 0 .
9 754 591 dx 192 0 .
10 754 592 dx 192 0 .
11 754 592 dx 192 0 .
12 755 593 dx 192 0 .
13 755 594 dx 192 0 .
14 755 595 dx 192 0 .
15 755 596 dx 192 0 .
16 755 596 dx 192 0 .
17 755 597 dx 192 0 .
18 755 598 dx 192 0 .
19 755 599 dx 192 0 .
20 755 600 dx 192 0 .
21 755 601 dx 192 0 .
22 755 601 dx 192 0 .
23 754 602 dx 192 0 .
24 754 603 dx 192 0 .
25 754 604 dx 192 0 .
26 754 604 dx 192 0 .
27 753 605 dx 192 0 .
28 753 606 dx 192 0 .
29 753 606 dx 192 0 .
30 752 607 dx 192 0 .
31 752 607 dx 192 0 .
32 751 608 dx 192 0 .
33 751 608 dx 192 0 .
34 750 609 dx 192 0 .
35 750 609 dx 192 0 .
36 749 610 dx 192 0 .
37 749 610 dx 192 0 .
38 748 611 dx 192 0 .
39 748 611 dx 192 0 .
40 747 612 dx 192 0 .
41 747 613 dx 192 0 .
42 747 613 dx 192 0 .
43 746 614 dx 192 0 .
44 746 614 dx 192 0 .
45 746 615 dx 192 0 .
46 745 615 dx 192 0 .
47 745 616 dx 192 0 .
48 745 617 dx 192 0 .
49 744 617 dx 192 0 .
50 744 618 dx 192 0 .
51 744 618 dx 192 0 .
52 744 619 dx 192 0 .
53 744 620 dx 192 0 .
54 743 620 dx 192 0 .
55 743 621 dx 192 0 .
56 743 622 dx 192 0 .
57 743 622 dx 192 0 .
58 743 623 dx 192 0 .
59 743 624 dx 192 0 .
60 743 624 dx 192 0 .
61 742 625 dx 192 0 .
62 742 626 dx 192 0 .
63 742 626 dx 192 0 .
64 742 627 dx 192 0 .
65 742 628 dx 192 0 .
66 742 628 dx 192 0 .
67 742 629 dx 192 0 .
68 742 630 dx 192 0 .
69 742 631 dx 192 0 .
70 742 631 dx 192 0 .
71 742 632 dx 192 0 .
72 743 633 dx 192 0 .
73 743 634 dx 192 0 .
74 743 634 dx 192 0 .
75 743 635 dx 192 0 .
76 743 636 dx 192 0 .
77 743 637 dx 192 0 .
78 743 637 dx 192 0 .
79 744 638 dx 192 0 .
80 744 639 dx 192 0 .
81 744 640 dx 192 0 .
82 744 641 dx 192 0 .
83 744 641 dx 192 0 .
84 745 642 dx 192 0 .
85 745 643 dx 192 0 .
86 745 644 dx 192 0 .
87 746 645 dx 192 0 .
88 746 646 dx 192 0 .
89 746 647 dx 192 0 .
90 747 647 dx 192 0 .
91 747 648 dx 192 0 .
92 747 649 dx 192 0 .
93 748 650 dx 192 0 .
94 748 651 dx 192 0 .
95 749 652 dx 192 0 .
96 749 653 dx 192 0 .
97 750 654 dx 192 0 .
98 750 655 dx 192 0 .
99 751 656 dx 192 0 .
0 736 588 sx 192 0 .
1 735 587 sx 192 0 .
2 734 587 sx 192 0 .
3 733 588 sx 192 0 .
4 733 588 sx 192 0 .
5 732 589 sx 192 0 .
6 732 590 sx 192 0 .
7 731 590 sx 192 0 .
8 731 591 sx 192 0 .
9 730 592 sx 192 0 .
10 730 593 sx 192 0 .
11 730 593 sx 192 0 .
12 729 594 sx 192 0 .
13 729 595 sx 192 0 .
14 729 596 sx 192 0 .
15 729 596 sx 192 0 .
16 729 597 sx 192 0 .
17 728 598 sx 192 0 .
18 728 599 sx 192 0 .
19 728 600 sx 192 0 .
20 728 601 sx 192 0 .
21 728 602 sx 192 0 .
22 728 603 sx 192 0 .
23 728 604 sx 192 0 .
24 728 605 sx 192 0 .
25 728 605 sx 192 0 .
26 729 606 sx 192 0 .
27 729 607 sx 192 0 .
28 729 608 sx 192 0 .
29 729 609 sx 192 0 .
30 729 610 sx 192 0 .
31 730 610 sx 192 0 .
32 730 611 sx 192 0 .
33 730 612 sx 192 0 .
34 731 613 sx 192 0 .
35 731 614 sx 192 0 .
36 732 614 sx 192 0 .
37 732 615 sx 192 0 .
38 733 616 sx 192 0 .
39 733 616 sx 192 0 .
40 734 617 sx 192 0 .
41 735 617 sx 192 0 .
42 735 617 sx 192 0 .
43 736 617 sx 192 0 .
44 736 618 sx 192 0 .
45 736 619 sx 192 0 .
46 737 620 sx 192 0 .
47 736 622 sx 192 0 .
48 736 623 sx 192 0 .
49 736 624 sx 192 0 .
50 736 625 sx 192 0 .
51 735 625 sx 192 0 .
52 734 626 sx 192 0 .
53 734 626 sx 192 0 .
54 733 626 sx 192 0 .
55 732 625 sx 192 0 .
56 731 625 sx 192 0 .
57 730 626 sx 192 0 .
58 730 626 sx 192 0 .
59 729 627 sx 192 0 .
60 729 627 sx 192 0 .
61 728 628 sx 192 0 .
62 728 629 sx 192 0 .
63 728 630 sx 192 0 .
64 727 631 sx 192 0 .
65 727 631 sx 192 0 .
66 727 632 sx 192 0 .
67 727 633 sx 192 0 .
68 727 634 sx 192 0 .
69 727 635 sx 192 0 .
70 727 636 sx 192 0 .
71 727 637 sx 192 0 .
72 727 638 sx 192 0 .
73 727 639 sx 192 0 .
74 728 639 sx 192 0 .
75 728 640 sx 192 0 .
76 729 641 sx 192 0 .
77 729 641 sx 192 0 .
78 730 642 sx 192 0 .
79 730 642 sx 192 0 .
80 731 643 sx 192 0 .
81 730 644 sx 192 0 .
82 731 645 sx 192 0 .
83 731 645 sx 192 0 .
84 731 646 sx 192 0 .
85 732 647 sx 192 0 .
86 732 647 sx 192 0 .
87 733 648 sx 192 0 .
88 733 649 sx 192 0 .
89 733 650 sx 192 0 .
90 732 651 sx 192 0 .
91 732 651 sx 192 0 .
92 732 652 sx 192 0 .
93 733 653 sx 192 0 .
94 733 653 sx 192 0 .
95 734 654 sx 192 0 .
96 734 655 sx 192 0 .
97 734 656 sx 192 0 .
98 735 656 sx 192 0 .
99 736 657 sx 192 0 .
0 752 584 dx 193 0 .
1 752 584 dx 193 0 .
2 753 585 dx 193 0 .
3 752 585 dx 193 0 .
4 753 586 dx 193 0 .
5 753 586 dx 193 0 .
6 754 587 dx 193 0 .
7 754 587 dx 193 0 .
8 755 588 dx 193 0 .
9 755 589 dx 193 0 .
10 756 589 dx 193 0 .
11 756 590 dx 193 0 .
12 756 591 dx 193 0 .
13 757 591 dx 193 0 .
14 757 592 dx 193 0 .
15 757 593 dx 193 0 .
16 757 594 dx 193 0 .
17 757 595 dx 193 0 .
18 757 596 dx 193 0 .
19 757 597 dx 193 0 .
20 757 598 dx 193 0 .
21 757 598 dx 193 0 .
22 756 599 dx 193 0 .
23 756 600 dx 193 0 .
24 756 601 dx 193 0 .
25 756 601 dx 193 0 .
26 755 602 dx 193 0 .
27 755 603 dx 193 0 .
28 754 603 dx 193 0 .
29 754 604 dx 193 0 .
30 753 605 dx 193 0 .
31 753 605 dx 193 0 .
32 752 606 dx 193 0 .
33 752 606 dx 193 0 .
34 752 607 dx 193 0 .
35 752 607 dx 193 0 .
36 752 608 dx 193 0 .
37 752 609 dx 193 0 .
